title,hash_title,allowed_hashes,best_doc_hash,best_doc_sim
"Dr. Greger’s Top Takeaways on Brain Health, Erythritol, and Gluten-Free Diets",832052988e81,['832052988e81'],3be38100f5b9,0.5921854512033885
New Remote Job Openings at NutritionFacts.org,2401cfc5dc49,"['5044d0f93ea1', '2401cfc5dc49']",56b9b31a6a1f,0.5575087711076829
The Reason We Need More Antioxidants,bb1650bf5950,['bb1650bf5950'],01f290ab88b9,0.6305064697890704
Muscle Shrinkage and Bone Loss on Keto Diets?,3fd555a110a7,['3fd555a110a7'],641b286c4148,0.6650476183574274
Spinach and Berries to Prevent Muscle Soreness,135fe3cf202e,"['135fe3cf202e', '3c6c76f03bb6']",ee22467df226,0.6798730131195484
Avoiding Cooked Meat Carcinogens,2798f98f0f88,['2798f98f0f88'],0e3d136534a3,0.7681253331651947
Morning Calories vs. Evening Calories,72d494e130ea,['72d494e130ea'],e467e507bfac,0.7484714861348335
How to Treat Lupus with Turmeric,c93b575ba814,['c93b575ba814'],c691e60098d8,0.4842208124274778
Dialing Down the Grim Reaper Gene,5ae9b7135981,['5ae9b7135981'],82eb776a7e40,0.420945463120209
"A King’s Breakfast, a Prince’s Lunch, and a Pauper’s Dinner",a02f525c071a,['a02f525c071a'],d5b6ed122d72,0.5738923730523612
"Dr. Oz, Apple Juice, and Arsenic: Chicken May Have 10 Times More",85a5dae8b5ae,['85a5dae8b5ae'],1b753053818b,0.8279004672586139
The Truth About Heart Stents,0f5fc7324e3a,['0f5fc7324e3a'],dec844449064,0.673803235465175
Reduce Workout Soreness with Watermelon,831aae04fead,['831aae04fead'],b1b28352d00a,0.6319460472565739
Randomized Controlled Trials of Beans,41575956c161,['41575956c161'],e857f07d7dd8,0.4316479540161844
"How to Treat High Lp(a), an Atherosclerosis Risk Factor",b45941d4e763,['b45941d4e763'],a39675b4667f,0.7244843762554972
Less Acid Reflux from Low-Acid Coffee?,665109d3c208,['665109d3c208'],97b3c1654d72,0.7242410994819493
Optimal Bowel Movement Position,73b695f3cc6a,"['1ece4280f33f', '73b695f3cc6a']",cce2b8a106e9,0.5557526914253885
Is It Safe to Take Acid-Blocking Drugs?,17d8f5b45d46,['17d8f5b45d46'],45d2bdac9064,0.5569872113817586
How to Gain Weight on Diet Soda,c3f862f0957f,['c3f862f0957f'],f25c01cf95da,0.531311890289834
Probiotics vs. Antibiotics for Autism,d0fa1b7267a4,['d0fa1b7267a4'],800b6a0d8f07,0.6933567943507852
Is All Vegan Food Healthy?,e489d0fef542,['e489d0fef542'],c828aa97eeba,0.6469509442042812
Chocolate Is Finally Put to the Test,5558b340b77f,['5558b340b77f'],82ed2208ee47,0.5091741033771325
Can Alcohol Cause Cancer?,706009034aca,['706009034aca'],2992437da043,0.7994734236264062
Cannabis and Pesticides,1e182709ec0d,['1e182709ec0d'],839b6065a092,0.7916875803884391
High Oxalate Greens and Kidney Stones,0ac19c6f01c6,['0ac19c6f01c6'],3c9b46f9ebb9,0.7035298321363872
"Irregular Meals, Night Shifts, and Metabolic Harms",d0316b2051b9,['d0316b2051b9'],be689370f6d9,0.7451500433567383
"Vitamin D from Mushrooms, Sun, or Supplements?",c6539731d3d9,['c6539731d3d9'],73b5dd33d72e,0.7831836589530944
Milk Hormones and Female Infertility,fd4369bdafb4,['fd4369bdafb4'],3a2af6863fb2,0.6746571226247337
Treating COPD with Diet,238a7e4036c8,['238a7e4036c8'],a98f0c24ea80,0.7289390888322795
Heavy Metal Detox Diet,32ba1ace8ada,['32ba1ace8ada'],7a54171cb0bd,0.5646595858306747
Plant-Based Diets for Rheumatoid Arthritis,a1ce86d73f7c,"['15af0bc32c60', 'a1ce86d73f7c']",79b6d2460f95,0.6663363221114189
Safety Concerns with Henna?,8295e7c1e501,['8295e7c1e501'],145cfd328e2d,0.6841069342593483
Gerson Therapy for Cancer?,56a50f45df19,['56a50f45df19'],29e0b699c2f8,0.6829756833374341
Moderation Kills,4bfda04c63b0,['4bfda04c63b0'],3d269bc36076,0.2914296577858666
Raw vs. Cooked Garlic and Onions for Blood Thinning,cd62dfc59cd0,['cd62dfc59cd0'],a829e8f6c732,0.5443106888861406
The Two Most Active Ingredients of the Mediterranean Diet,c46f9fb2cf81,['c46f9fb2cf81'],3c815b706539,0.43243691550272845
The Stroke Risk of Vegetarians,7ebf7e329384,"['63e80fd4421d', '3e65fd663d5d', '4a5f50709190', '7ebf7e329384']",ff86589b369c,0.8324685031319833
How the Meat Industry Reacted to the New Cancer Warnings,9c8908b29c82,['9c8908b29c82'],002ce13b969d,0.7573024157517805
Living Longer by Reducing Leucine Intake,74f744e4a263,['74f744e4a263'],7ad44b072816,0.46428847779330396
Treating Migraines with Lavender,6b556a21a54d,['6b556a21a54d'],949a9e9b10d3,0.8718907570962672
Do the Pros of Brown Rice Outweigh the Cons of Arsenic?,b64627679585,['b64627679585'],9a88fc7b3e2d,0.8519804124493484
The Safety of Keto Diets,2ab920230e86,['2ab920230e86'],52d88030353b,0.6931249123528499
What Does Drinking Soy Milk Do to Hormone Levels?,a2e5f960bd91,['a2e5f960bd91'],d45893686828,0.6875368186011676
Handling Poultry Tied to Liver/Pancreatic Cancers,bbd225d15835,['bbd225d15835'],655ed0fbe563,0.7538100926781826
"Is Soy Harmful, Harmless, or Helpful for Fibroids?",3fc7efe00393,['3fc7efe00393'],2fa9eb26b6a5,0.7590704374912182
Presumed Safety of Probiotics Questioned,47b52fd7204e,['47b52fd7204e'],75392d6a8a67,0.6937452057890079
Go Nuts for Breast Cancer Prevention,3ee7df6221c0,['3ee7df6221c0'],a189c2b053cb,0.5892580770483925
The Trick to Access Research Articles for Free,80405333a1c9,['80405333a1c9'],3ffb0ec98e5e,0.5323631090955594
Protecting Our Babies from Pollutants,214b36a585a8,['214b36a585a8'],3e2cedcadaee,0.6104901517161886
How Doctors Responded to Being Named a Leading Killer,4e89345938c4,['4e89345938c4'],9546ee315f3b,0.5079234332746522
Low Carb Diets Found to Feed Heart Disease,1ee3860c62fb,['1ee3860c62fb'],0ce8335405f7,0.7098496281179388
Grind Your Chia Seeds,2cb0fa8a58cf,['2cb0fa8a58cf'],11f1cd3652d1,0.5192262041015012
Dr. Greger Addresses GMOs in New DVD,5b6badfd364d,['5b6badfd364d'],30dc5f51ba38,0.6004107376889868
Our Immune System Uses Plants to Activate Gut Protection,d345c131694c,['d345c131694c'],798540976af1,0.5648476328574028
How to Treat Gout With Diet,5edf69d95d2d,['5edf69d95d2d'],ac787c9ca427,0.6185133585869799
NutritionFacts.org Video Hits a Million Views,dbcc9fd5e768,['dbcc9fd5e768'],0b8388df0dda,0.6490156448417298
Recipe Testing and the Straight Dope,02a80a8f8a07,['02a80a8f8a07'],5cd64eab96d2,0.2252896395408222
Are You Up for the Challenge?,bd6ad8fb4d08,['bd6ad8fb4d08'],b1b813b4242f,0.3862776340610569
Dietary Supplements for Eczema (Atopic Dermatitis),3a217fb94ae4,['3a217fb94ae4'],1847623da879,0.6549942854154227
How Healthy Is the Mediterranean Diet?,97230e52314a,['97230e52314a'],5340db4683ad,0.5857400120911587
Nuts Don’t Cause Expected Weight Gain,b1c84edb5bea,['b1c84edb5bea'],8c91d7b6c34e,0.7705210615325608
The Pros of Early Time-Restricted Eating,d301a2260d32,"['87390b72739e', 'd301a2260d32']",7440eec47d72,0.6756765743739912
Superbugs on Retail Chicken,e7a1cf279c1e,['e7a1cf279c1e'],59a8206876d8,0.5167766573474541
Are We Polar Bears in a Jungle?,f9d881ae6f27,['f9d881ae6f27'],c8b207bd3286,0.13766750221136678
Making Your Own Mouthwash,5ccbc7ae03e3,['5ccbc7ae03e3'],32b5e1a4de7c,0.49022085198704307
Ginger or Cannabis for Morning Sickness,773870e02837,['773870e02837'],551a0de3eb91,0.6397116931564004
Marketing Takes Off and Obesity Soars,cfdaf84f3d04,['cfdaf84f3d04'],9aece2422c99,0.7097721756848451
Schoolchildren Should Drink More Water,396c2bd19e40,['396c2bd19e40'],fe94c11c66ac,0.706143903042058
Topical Lemon Balm Lotion for Alzheimer’s,81a0ee1bbfab,['81a0ee1bbfab'],c8a9791e653d,0.6328311926129884
9 out of 10 Who Die from It Never Knew They Even Had This Preventable Disease,0ba42aa0c7ff,['0ba42aa0c7ff'],c65e0c85af93,0.3307106520841268
The Effects of Cell Phones and Bluetooth on Hearing,1c8f265efcd3,['1c8f265efcd3'],ec0cf5703b58,0.733581438376195
What Are the Best Foods for Preventing Colon Cancer?,68ca5698435f,"['84d67dc27a20', '68ca5698435f']",a1f6798d0723,0.6050556664366794
Is the Cyanide in Flaxseeds Destroyed by Cooking?,2d3d293551db,"['79a1873fcd8b', '2d3d293551db']",a46cd11406ac,0.7087851942706078
"Sci-Hub Offers the Quickest, Easiest, and Greatest Access to Science",cbe1c33ca238,['cbe1c33ca238'],2031d035c618,0.6612076587228322
Free Recipe for a Great Fall Meal and New Volume of Videos,e74170b34099,['e74170b34099'],67329c21a593,0.5993782624215301
White Rice vs. Brown Rice,39a233bae68b,"['39a233bae68b', '33c28671bfb3']",18c09292a4ca,0.6692100679238203
The How Not to Die Cookbook Is Available for Preorder!,6065b318142a,"['6065b318142a', 'fa486b8630ce']",98afe4a92d90,0.8722339315219111
Beans and Gas: Clearing the Air,d11ce414f325,['d11ce414f325'],6cafdaa73a44,0.5500776314100385
How Good Are Avocados for You?,4a79e735dfc9,['4a79e735dfc9'],ff7dedc927e9,0.7020573241245746
Estrogenic Chemicals in Meat,f0610d34033f,['f0610d34033f'],152ccf7bc17e,0.6212541174846895
2400 Units of Vitamin D a Day for Fibromyalgia,5c6b1cccbe56,['5c6b1cccbe56'],e50b2f48b13e,0.6544681052167952
Lead Contamination in Calcium Supplements,b1f67492cdf5,['b1f67492cdf5'],8bb42468836d,0.7989363305937295
"The Health Benefits of Laughter, Tears, and Kisses",c6e313616224,['c6e313616224'],ecf2fc0d3333,0.5679555684609571
Blueberry Blocking Effects of Yogurt,8ebf5dbc07ac,['8ebf5dbc07ac'],064047789d74,0.5464294820518012
Virus in Chicken Could Be Linked to Obesity,15ef2b4a79e9,['15ef2b4a79e9'],29a87c6424b5,0.7662854880625364
Sweet Potato Proteins vs. Cancer,3a6ad791e1f3,['3a6ad791e1f3'],e030c88fa6bc,0.7826247774285862
Can Peppermint Improve Athletic Performance?,e4aff2502794,['e4aff2502794'],db120a209372,0.7250286829030395
Cannabis Brain Damage Reversible in Adults,a4113f309551,"['7f5709888326', 'a4113f309551']",a949ecad7f82,0.6874139212746806
A Plant-Based Workplace Wellness Program Put to the Test,ebdf246a7f34,['ebdf246a7f34'],93484e5434a4,0.41549216011670514
How to Protect Our Telomeres with Diet,e565208a40b3,['e565208a40b3'],5b0ebfd69587,0.708029858751953
How Learning to Cook Can Save Your Life,3f18a53b0a63,['3f18a53b0a63'],c18b1c3f15c9,0.560640298913664
Children’s Supplements Found Contaminated with Pollutants,9950c5f70d61,['9950c5f70d61'],da39bee8858b,0.4810886627049695
Concerns About Bone Broth,83791a172f90,['83791a172f90'],4069b2328f50,0.5707902799174204
Preorder How Not to Age Today,9458f3aade64,['9458f3aade64'],98644c26402a,0.7127475967516984
Are Canned Beans as Healthy as Home-Cooked?,795982532dcf,['795982532dcf'],364dc608749f,0.6986578906283908
Can Oxidized Cholesterol 27HC Explain Three Breast Cancer Mysteries?,a0b97c764662,['a0b97c764662'],39bca51f2285,0.7620800630997894
Does Laptop Wi-Fi Affect Fertility?,98426b3bf27a,['98426b3bf27a'],7728f9390ea1,0.7839993764748984
Treating Crohn’s Disease with Diet,8a9b126fa6cf,['8a9b126fa6cf'],58136764127f,0.5816601757163297
Can Lutein Supplements Benefit Our Brain Function?,78343f8dd966,['78343f8dd966'],7e6cef03ca1b,0.7266605908022719
Millions of Years of Healthy Life Lost Due to Cannabis,7886f7fb597b,['7886f7fb597b'],b8a6a7c65130,0.7048178292384933
The Safety of Fasting to Lose Weight,e1a28680470b,['e1a28680470b'],31e5780937fe,0.6792138187098576
Plant vs. Animal Iron,48f02d0aca58,['48f02d0aca58'],14292ad19761,0.5349834718437246
Do Poultry Viruses Cause Human Cancers?,6de5bd9c4463,['6de5bd9c4463'],24aa6a3548f4,0.7950760449316111
Dietary Estrogens and Male Fertility,3c26a63da568,['3c26a63da568'],a68ab4dbe880,0.6637848475968454
Benefits of Turmeric for Arsenic Exposure,276eb2a84e39,['276eb2a84e39'],289d0569b5f1,0.7952273216723076
"Dr. Greger on Plant-Based Athletes, the Best Way to Cook Veggies, and More",1ad5e2687ffb,['1ad5e2687ffb'],052628cb2238,0.36775305707866446
Saffron Put to the Test for Alzheimer’s,399520bce2de,['399520bce2de'],64af48e10ac0,0.7306170094573547
Coffee Benefits Blocked by Adding Milk?,e647133a8cf6,['e647133a8cf6'],3fd6de00a17b,0.7494116407655683
Estrogen in Animal Products,3fe5a85ba8c8,['3fe5a85ba8c8'],25b632014641,0.7425359327057123
Vitamin D: Shedding Some Light on the New Recommendations,71cccd3f7cbc,"['71cccd3f7cbc', '0d77707e185f']",d7bfc58d9076,0.7505004882814926
Are There Any Benefits of Flaxseed for Weight Loss?,29e4faf62437,['29e4faf62437'],eb3f82d8c174,0.72448535758181
The Link Between Chicken Consumption and Urinary Tract Infections,1d6eccd57578,['1d6eccd57578'],b7ad11f9958e,0.7604316529383404
Saffron vs. Prozac for Depression,4ae0b9a9f8d3,['4ae0b9a9f8d3'],7dc06c4a4fa0,0.7461080830932207
What Is the Best Food for the End of Pregnancy?,d1033bd76579,['d1033bd76579'],0890972b0d3e,0.3666959911533244
How Plants Can Be Both Safer and More Effective,56513f796338,['56513f796338'],3c43e8126167,0.4954009113033853
Treating Kidney Stones with Diet,5f841868ce88,"['1fff90e93fa7', '5f841868ce88']",7ba9f5cb1b2d,0.7531451814026187
Is Buying Organic Worth It? A Review of the Science in New DVD,6740c9c653ae,['6740c9c653ae'],7e2035016755,0.6549926479106081
Is Sodium Lauryl Sulfate (SLS) in Toothpaste Safe?,59ac9b4680d6,['59ac9b4680d6'],16579f5785d6,0.7565028596622585
Do You Meet the Simple Seven?,ac50353a5213,['ac50353a5213'],8162acf43e39,0.18694893517827285
Jet Lag Treatment Cheat Sheet,c0e407927459,['c0e407927459'],cb64bcd7c994,0.5867068592700664
Preventing Alzheimer’s with Lifestyle Changes,03e96523ce2e,"['65b88f36b3fb', '03e96523ce2e', '4124109d3da0']",b761f0aa4c84,0.8176866757104763
How Dark Chocolate Affects Our Arteries,09e703ba51d1,['09e703ba51d1'],c028eec3c019,0.729302798669028
What Not to Do When You Handle Receipts,9696c73f1a1d,['9696c73f1a1d'],1c1734ef44aa,0.49251527450593785
Test to See If Your Diet Is Alkaline- or Acid-Forming,b4afa23163f9,['b4afa23163f9'],772d5a37d0aa,0.6224405971676897
Peeks Behind the Egg Industry Curtain,a4ed38c54f8a,['a4ed38c54f8a'],831a1862e440,0.43240595208757915
The Most Antioxidant-Packed Whole Food,048dd2802ada,['048dd2802ada'],38e9970ca653,0.5967413380464001
Fighting Inflammation with Food Synergy,93d98586363a,['93d98586363a'],eae8563a873a,0.5177642358900717
The Best Diet to Prevent Kidney Stones,1fff90e93fa7,"['1fff90e93fa7', '5f841868ce88']",88ef3fbff168,0.6293342113907479
Plant-Based Diets as the Nutritional Equivalent of Quitting Smoking,2a1a589246b9,['2a1a589246b9'],672561d24c67,0.596435089151659
What to Eat and Avoid for Women with BRCA Gene Mutations,5b02968e962c,['5b02968e962c'],c263d2821b7e,0.6670161490628356
The Benefits of Ginger for Osteoarthritis,ebcc84c35725,['ebcc84c35725'],f98ca567211b,0.8534292784228406
Which Nut Suppresses Cancer Cell Growth the Most?,cefaa83d3019,['cefaa83d3019'],21bc2d0ba7b7,0.7580616458522543
Why Drinking Diet Soda Makes You Crave Sugar,d5d21fbe1ebe,['d5d21fbe1ebe'],d2b4d3debcbc,0.6859708006215395
The 411 on Statins,0a751f6783f9,['0a751f6783f9'],b445858d699a,0.3829322694294572
Chronic Headaches and Pork Parasites,aa1572420352,['aa1572420352'],4d07f5216bb7,0.7638887382999131
How to Treat Ulcerative Colitis with Diet,8acc33732df6,"['0f08771860c2', '8acc33732df6']",3ef5449813d8,0.6652528078716758
Tea Tree Oil for Cold Sores and Warts?,f659dc4c0518,['f659dc4c0518'],022314c331e1,0.7626414393910279
How Tumors Use Meat to Grow,b9aa62f0f590,['b9aa62f0f590'],112c7b5fc4e8,0.492551954862659
Sip Smoothies Slowly,716585843f28,['716585843f28'],0bd22ac991d5,0.47377669425568136
Best Food for the Common Cold,6679a81786d7,['6679a81786d7'],65bf51f8f051,0.5385648187927408
Even Modest Lifestyle Changes in Middle Age May Significantly Extend Your Life,6c191e45b635,['6c191e45b635'],4dc15286352c,0.6682564010889694
Fighting Inflammation with Flaxseeds,98062ab1573b,['98062ab1573b'],58b301a03feb,0.7908274169441153
Foie Gras Ban in California: Human Health Implications,8ed0382e4b3d,['8ed0382e4b3d'],e1806f951eb1,0.6944739282224206
How to Prevent Childhood Obesity and Diabetes,80669c51f97d,['80669c51f97d'],83745b88dd30,0.6561044678757981
Orange Aromatherapy for Anxiety,e521d1f32048,['e521d1f32048'],b7ad917e4123,0.7973134922195965
Does the Science Say That Butter Is Really Back?,2322f21f330e,"['ed8bfcb94e53', '2322f21f330e']",deb511b7bb15,0.6124031148536329
What Are the Benefits of Organic?,aaf33f6061ec,['aaf33f6061ec'],e917457a7a7e,0.675710311848601
E. coli O145 Ban Opposed by Meat Industry,309594b82934,['309594b82934'],bc919046920a,0.7683924782561736
Aloe Fails to Help Radiation Therapy Skin Burns,19a7e8cc85af,['19a7e8cc85af'],59cf89ba42dc,0.7524757019356454
Welcome to NutritionFacts.org!,8f0d5425e5f0,"['8f0d5425e5f0', '6cce7fe2acc0', 'c89e7548dbe2']",f9905b5c684e,0.5650556183094447
Cannabis on Fertility and Pregnancy,9917a4c90ad7,['9917a4c90ad7'],353c25e7de61,0.7541039984048853
How Citrus Might Help Keep Your Hands Warm,67fcdfd804dc,['67fcdfd804dc'],1797d081f4ec,0.7983171574015849
How to Prevent the Infection that May Trigger Type 1 Diabetes,4ff827908f85,['4ff827908f85'],775513de8eee,0.6199813964293303
Fifty Times Lower Colon Cancer Risk,ab25065c392a,['ab25065c392a'],cf90bcaebe5e,0.574730971119456
How to Lose Weight Eating More Food,78d3026a5cf8,['78d3026a5cf8'],ac43158ded66,0.5512846663687002
Hibiscus Tea: The Best Beverage?,280ede2375b4,['280ede2375b4'],3c132b052da8,0.7461944602608297
What is ‘Meat Glue’?,5816b1c2bf58,['5816b1c2bf58'],df26a7c76dc2,0.7511264206535799
Are Dental X-Rays Safe?,4ed59ed8f93d,['4ed59ed8f93d'],6547ed5bc8b8,0.7416804706613411
Celebrating Traditional Chinese Cuisine with Hannah Che,d8bffc93f058,['d8bffc93f058'],6d0959704358,0.4735413495587717
How Does Meat Cause Inflammation?,6233d85a7d3c,['6233d85a7d3c'],03d28eca0b9d,0.8079403011653521
98% of American Diets Potassium-Deficient,b7efa6df1e36,['b7efa6df1e36'],e1ec78ad4d2e,0.7389405215123823
Eating to Block Lead Absorption,383312edfdbc,['383312edfdbc'],238fe8dec1bb,0.6537614566770259
Foods to Avoid to Help Prevent Diabetes,be185624bb2d,"['be185624bb2d', '8bdc7dd05526']",0340f89650a2,0.5989972118030527
What Happened to the Rice Diet?,13b069ea7f7c,['13b069ea7f7c'],338a8c5b0df2,0.715015677362583
Healthy Holiday Recipe Collection,c20ff87a19a5,['c20ff87a19a5'],656b311c0b1b,0.5835239733603846
Slowing Cognitive Decline with Berries,f7068d7f7f5d,['f7068d7f7f5d'],ca280e19e503,0.758718769846395
Change Your Diet; Change Your Microbiome,cfb8726514b0,['cfb8726514b0'],968e5cd0f534,0.6672809225509191
The Best Food for Acne,183e07e57353,['183e07e57353'],a50866fd442e,0.48168304841186343
Putting Alternate-Day Intermittent Fasting to the Test,861d5508fdca,['861d5508fdca'],021db8cdf84d,0.5818883032803366
Does Marijuana Affect Weight Gain or Bone Density?,9f6cf0a62b11,['9f6cf0a62b11'],69da48288a99,0.7553201067626676
Boosting Moods with Foods,1bc46ec069c6,['1bc46ec069c6'],150acdb75cc5,0.49403631830833145
What Is the Gladiator Diet and How Do Vegetarian Athletes Stack Up?,72f93aa6f8fa,['72f93aa6f8fa'],5ae34e532bec,0.6871452334452156
How to Avoid Lectin Poisoning,69e735e62dee,['69e735e62dee'],d37c4e86234d,0.6104403154954113
Lose Weight by Eating More in the Morning,5d6fad3cbe10,['5d6fad3cbe10'],63aa85a0bf3c,0.6252808539708581
Follow the 5-to-1 Rule for Packaged Foods,153ea3db3865,['153ea3db3865'],79b771633ad9,0.41801120329751346
Flax Seeds for Prostate Cancer,bc543889207d,"['1c0b4de67296', '6f13b824106e', 'db25d6775819', '0dafa09604ca', 'bc543889207d']",11ef774d70ee,0.7423157990087369
Which Brands and Sources of Rice Have the Least Arsenic?,2946f8f86b01,"['41e3187b6b71', '48e0078cdb15', 'b64d9dbe0b9a', '98ff783db1be', '2946f8f86b01', 'fd74667b107f']",45732e1930a0,0.8027340021517704
How Not to Die from Heart Disease,6022eb90d98f,['6022eb90d98f'],9c875c4392b6,0.6009067440883709
Fish Consumption and Suicide,056ab9015c58,['056ab9015c58'],e8a64a28c823,0.717048516468488
When Charities Collaborate with the Food Industry,b155813059fc,['b155813059fc'],50046902b3fb,0.5845739215534308
Eating Seaweed Salad May Boost Immune Function,0943200c7110,['0943200c7110'],fedf9756a479,0.8077680130781268
What Do All the Blue Zones Have in Common?,35d398998ce6,['35d398998ce6'],5cace0db1349,0.35391845426680674
What Is the Healthiest Meat?,3c500b976ecb,['3c500b976ecb'],8e2a22301447,0.4635893025392258
How to Get Enough Antioxidants Each Day,7f2097bf7fbe,['7f2097bf7fbe'],598704a266a3,0.646159755535901
How to Prevent a Heart Attack,002cfdd77d92,"['5f26d25a5996', '002cfdd77d92']",185eed1a4114,0.23446655326147628
There Was No Book… Until Now!,4b3fd3ab4c50,['4b3fd3ab4c50'],ef8d1b0c00c1,0.38946066299095133
The Role of Caffeine in Artery Function,57c0268ff756,['57c0268ff756'],3817dd211478,0.7118359905670874
Can Reflux in Babies Be Treated with Diet?,6da9a7154b4d,['6da9a7154b4d'],92b5506dd7d1,0.6822040963780667
Chronic Fatigue Syndrome and Fish Food Poisoning,de5d04080945,['de5d04080945'],f813eab24d31,0.7462010888216518
Dr. Greger’s New Google Talk,07eb616bca90,['07eb616bca90'],1b654a2e5949,0.2728545410762681
What Do the Longest Living People Eat?,4f83ef5657c4,['4f83ef5657c4'],d07e2ba28b56,0.522648590040828
Chia Seeds vs. Flaxseeds: What Are the Differences and Benefits?,1fc47824ee69,['1fc47824ee69'],a57a4f15cd27,0.7870086692346792
Tarragon Toxicity?,fd7705280399,['fd7705280399'],d56bc87603a7,0.7262878443670956
How to Boost DNA Repair with Produce,b9b9597fe9aa,['b9b9597fe9aa'],6a9c61ff4803,0.7038028653892862
Wisconsin Milk Marketing Board Accused of Making Illegally Deceptive Claims,3cf68955d6cf,['3cf68955d6cf'],a9c3002f7842,0.7402178797326407
What’s the Best Ferritin Level to Lower Cancer Risk?,e29e00cd00a7,['e29e00cd00a7'],9d994108620d,0.5544126975256518
Does Nutritional Yeast Trigger Crohn’s Disease?,c7d6e8cb5fdd,['c7d6e8cb5fdd'],73f8e727353e,0.7520503759474712
We Are Human-Microbe Superorganisms,0199705de6cb,['0199705de6cb'],4754c563bab8,0.5801343555214731
Do Dietary Toxins Contribute to Hand Tremors?,6d0e5a94bedc,['6d0e5a94bedc'],062671382810,0.6839199591902361
What Is the Science on Cannabis?,bec06a169985,['bec06a169985'],0e89c76c1724,0.703288106431961
How Much Lead Leaches Into Organic Chicken Bone Broth?,884da8ec85a8,['884da8ec85a8'],af5cec76764c,0.6905661974994547
How to Get Kids to Eat Their Vegetables,714a66cbee9f,"['62f1d7332aca', '714a66cbee9f', 'c52d1e08f64b']",b4d0185cd683,0.5519325097887113
Nuts May Extend Your Lifespan by About 2 Years,0859226a8a4d,['0859226a8a4d'],55c936f05110,0.732874896524729
How Much Soy Is Too Much?,5ed5ddd9146b,['5ed5ddd9146b'],1b0bb06f47f6,0.6079787007640742
Why Drugs and Diet Can Sometimes Fail in Diabetes,a0d8e6aed445,['a0d8e6aed445'],9cc8fca32db6,0.6832266280672153
Where Are Phosphate Additives Found?,8e821a5339cd,['8e821a5339cd'],44415089e698,0.6296322980275982
Flaxseeds Can Have Profound Effect on Hypertension,e45a1fcf7b30,['e45a1fcf7b30'],e890e5acaa22,0.8142937395103368
Does Aspartame Cause Lymphoma?,b2933625be71,['b2933625be71'],0958e8bd6765,0.6416398066447637
Vitamin D Supplements for Increasing Aging Muscle Strength,f1a1505be490,['f1a1505be490'],5af2b3ed9e78,0.6770980460731185
Natural Alzheimer’s Treatment,31a261264431,['31a261264431'],917fffe207d5,0.4736277641365491
Double Your Donations and Key Takeaways on Skin Cancer,cccd67c8b612,['cccd67c8b612'],9e49e91d864f,0.41532335813676335
The Healthiest Way to Eat Paleo,d8e75b58c69a,['d8e75b58c69a'],3b63d125c864,0.6141478183509338
Can Toxoplasmosis Infection of the Brain Have Long-Term Effects?,283cbaf3b5e3,['283cbaf3b5e3'],1889b98bd744,0.6608669342569427
"Black and Red Rice Are Better Than Brown, Which Is Healthier Than White",33c28671bfb3,"['39a233bae68b', '33c28671bfb3']",ae95b37f14ca,0.7719489566213035
Optimal Bowel Movement Frequency,1ece4280f33f,"['1ece4280f33f', '73b695f3cc6a']",566ab15345c3,0.6058411983251742
How Humans Benefit from Stressed Plants,a7b1ec1481e1,['a7b1ec1481e1'],3ca2c9a971d0,0.731287128606189
Last Day to Register for Fasting and Cancer Webinar,f69e26bdbb79,['f69e26bdbb79'],7fa69ffab0d6,0.7697050772576574
Phototherapy and Losing Weight,1d577145807d,['1d577145807d'],08942c4a8a2d,0.5252636121178592
Whole Food Plant-Based Brownies? Yes!,6a8c118d1076,['6a8c118d1076'],eb16d1823be1,0.40478622656445606
Organic Milk and Prostate Cancer,57ec255943af,['57ec255943af'],9e1fed314402,0.7495788784519366
Apple Peels Turn on Anticancer Genes,179acc87e5a8,['179acc87e5a8'],e3c1ac199dde,0.636447896842416
How to Cook Rice to Lower Arsenic Levels,7472a6dfd7c2,"['afeb2dffa44c', '7472a6dfd7c2']",408b03b10f03,0.7737511671767056
The Efficacy of Weight-Loss Supplements,c2e69fd097c9,['c2e69fd097c9'],67aa19cb2bfd,0.6692994771419966
Why Are Children Starting Puberty Earlier?,b0f57376386f,['b0f57376386f'],f2346c5d1b97,0.6721944675878025
The Answer to a Colon Cancer Mystery,060681fbb779,['060681fbb779'],706f101141a3,0.5421121866601775
"Is Aloe Effective for Blood Pressure, Inflammatory Bowel, Wound Healing, and Burns?",2952236f5656,['2952236f5656'],69f8799666af,0.7044448772818455
Sign Up for My Webinar on Intermittent Fasting,6b41d2ff674a,['6b41d2ff674a'],60fb4b2c468e,0.44549081849213784
Antioxidants in a Pinch: Dried Herbs and Spices,84d27999e5cb,['84d27999e5cb'],34723c5a9dbe,0.7159238839191185
The Flint Lead Crisis May Be the Tip of the Iceberg,736c0759740a,['736c0759740a'],6943774939ad,0.6110728147845105
How Seafood Can Impact Brain Development,b5ab85c2e2d5,['b5ab85c2e2d5'],cc04af2b31e3,0.6395623609134184
Dr. Greger Takes on Vitamin C for Cancer in New DVD,b534ef60f009,['b534ef60f009'],caddb634bab9,0.6526325554861601
How to Treat Polycystic Ovary Syndrome (PCOS) with Diet,32f625a0ed1a,['32f625a0ed1a'],238d33a69394,0.6816854003358948
"Recipe for a Plant-Based Sweet Treat, New Volume, and Key Takeaways",cdde4562472e,['cdde4562472e'],ac555988fcde,0.40954723144524496
